01,05,12,19,27,29|14
05,09,11,19,24,32|13
04,06,14,17,27,30|09
03,06,11,14,16,29|15
06,18,22,23,32,33|06
02,04,10,12,14,30|08
01,02,11,19,23,29|08
01,06,09,10,13,25|08
05,06,19,21,23,33|12
02,04,20,25,26,29|11
08,14,22,24,27,29|10
05,14,16,17,25,30|07
02,07,16,22,27,28|02
02,03,05,06,09,17|07
08,09,12,15,19,22|10
06,10,12,17,18,33|11
03,09,11,22,27,29|06
01,03,06,13,30,31|12
01,12,16,20,30,33|02
01,03,07,13,19,32|16
02,04,12,17,22,25|14
01,07,09,19,28,29|07
05,12,17,19,25,30|11
04,12,13,22,27,29|16
01,06,07,17,18,23|06
02,05,15,17,18,21|16
03,04,05,08,10,22|06
02,09,15,16,29,32|14
03,08,17,21,22,31|16
06,09,15,24,25,26|09
02,14,17,27,28,31|08
03,05,14,18,25,33|06
05,08,12,13,23,25|13
02,03,12,13,14,25|11
02,04,12,18,23,31|08
01,11,18,20,28,29|01
02,09,14,19,21,30|04
01,04,05,11,29,30|14
14,17,19,22,26,31|02
09,13,15,28,30,33|08
10,16,19,21,23,24|13
03,17,23,25,26,32|13
06,07,16,17,23,32|06
06,09,16,17,24,25|16
08,10,11,12,19,29|15
02,10,11,17,18,22|10
02,04,09,11,19,22|15
04,09,21,27,28,33|12
02,05,09,14,24,33|09
12,15,20,25,28,33|14
07,11,16,18,21,22|02
03,04,06,11,12,15|08
03,11,15,19,20,31|07
04,07,22,23,24,33|16
06,13,14,24,25,30|07
01,07,08,09,11,22|03
07,08,09,17,32,33|06
01,03,04,08,25,31|06
05,13,23,28,32,33|12
01,02,14,22,29,33|07
04,10,16,17,21,27|14
12,18,19,23,24,30|10
02,07,14,16,21,29|14
06,16,21,27,30,32|05
08,10,14,16,30,31|01
01,02,05,06,11,23|14
01,05,10,14,16,30|16
08,10,16,20,23,30|09
07,09,13,17,21,22|10
04,06,07,10,21,26|16
08,10,15,17,22,29|12
09,14,17,23,24,25|15
02,10,15,19,20,21|07
13,17,18,21,30,33|15
04,06,07,14,25,26|10
02,03,07,13,21,24|08
02,11,19,30,32,33|09
04,09,19,22,25,29|15
05,09,13,15,17,21|13
01,08,11,19,21,24|08
09,10,13,14,21,32|02
05,07,08,20,31,33|11
08,09,19,20,25,32|16
05,14,16,21,29,30|12
08,10,12,14,18,28|14
03,04,07,17,21,27|14
15,18,23,27,32,33|04
01,04,19,22,24,25|15
06,10,11,28,30,33|12
04,21,23,31,32,33|04
03,09,15,20,27,29|01
07,11,14,19,24,29|05
08,11,13,18,28,33|10
04,06,14,16,18,29|05
03,09,10,19,28,33|09
01,15,16,25,26,29|10
09,18,25,26,30,32|11
06,11,12,14,17,22|01
02,15,16,17,19,30|08
08,20,25,30,32,33|01
06,10,13,16,23,24|15
05,07,12,19,27,31|02
12,18,21,22,27,32|11
11,12,14,20,22,29|14
03,04,05,25,30,31|04
01,05,12,13,21,22|10
07,08,11,13,21,27|08
04,15,16,24,27,28|03
04,17,19,23,24,27|10
04,06,14,16,18,26|06
09,23,24,25,29,31|12
01,17,18,19,25,29|10
04,07,12,19,22,25|01
20,21,22,23,25,27|12
04,06,12,17,19,26|09
01,03,15,16,31,33|08
05,06,10,14,27,31|14
07,13,17,19,25,31|08
02,03,13,20,22,33|14
04,10,19,27,31,33|16
04,06,08,18,25,28|16
03,09,15,23,25,30|07
01,02,06,11,17,25|02
07,10,13,15,26,27|11
04,05,06,07,25,27|07
05,06,13,18,23,31|11
05,15,20,22,26,32|09
02,03,17,22,32,33|16
09,12,13,24,27,33|16
12,15,21,26,32,33|07
03,12,16,17,18,27|08
04,06,17,21,23,33|07
04,07,11,17,24,33|09
01,06,12,13,22,31|07
01,02,03,06,08,33|13
15,17,18,21,29,32|13
09,23,24,27,29,32|08
16,21,22,28,31,32|05
07,09,11,17,28,31|11
09,11,23,30,31,32|06
01,11,23,27,31,32|09
01,02,04,15,17,28|11
02,04,09,13,18,20|07
02,04,05,06,08,16|03
05,07,09,23,27,32|01
04,08,11,14,16,20|11
05,11,20,21,26,31|03
07,15,18,19,20,26|14
05,14,17,22,23,25|07
01,02,22,28,29,30|15
01,06,15,19,28,29|10
02,04,14,18,20,22|07
01,02,08,26,29,31|14
07,11,15,21,26,31|06
04,14,24,25,28,31|10
02,05,11,23,24,29|08
04,08,12,19,21,25|13
09,15,20,21,22,24|14
02,13,19,23,24,28|05
02,04,11,13,16,26|11
02,08,12,14,16,32|16
05,07,09,11,20,21|03
05,06,12,14,19,23|09
04,13,14,20,22,30|06
01,04,10,13,21,31|13
10,11,12,23,28,32|16
07,13,17,19,22,26|13
03,05,17,18,26,27|15
09,14,23,24,26,29|03
14,23,24,26,29,30|03
04,06,09,25,30,33|14
03,06,08,14,19,32|03
02,09,13,17,20,28|11
02,08,11,14,19,33|09
05,12,21,23,26,28|09
02,03,09,10,28,30|06
07,16,17,18,30,33|06
02,07,13,20,25,27|06
01,04,09,15,22,30|06
01,03,16,17,20,32|07
07,18,19,23,29,30|02
01,09,13,22,25,32|12
10,15,18,20,23,31|12
01,06,07,19,22,27|02
05,06,07,12,13,18|12
05,07,10,13,19,20|15
03,10,18,24,27,29|09
08,11,17,21,23,24|05
13,16,19,23,26,28|05
03,12,25,26,28,29|16
08,18,19,22,27,32|06
03,04,08,14,21,28|14
03,12,13,22,30,33|14
06,07,14,21,22,24|13
08,12,15,19,28,29|02
03,07,13,18,22,25|03
10,13,14,16,21,32|14
10,13,17,28,30,32|04
01,08,11,17,27,30|12
03,16,19,20,24,26|06
06,07,08,14,23,31|12
03,05,11,18,26,28|06
03,06,14,15,17,25|16
01,08,12,13,15,33|03
02,10,12,17,23,24|05
02,04,10,12,17,30|10
01,02,14,15,24,29|06
09,10,12,14,15,19|11
02,15,18,27,28,32|14
04,05,09,27,29,31|13
01,14,15,17,26,30|02
06,15,20,22,26,33|09
05,06,13,17,19,28|01
04,21,25,29,30,33|03
03,13,14,15,21,33|03
07,14,18,25,26,29|06
06,07,10,19,23,29|12
07,08,14,25,26,28|13
01,02,04,12,21,24|12
04,11,14,15,22,31|11
16,17,18,24,25,30|08
04,05,13,23,27,30|09
03,06,15,18,30,32|05
02,04,07,09,15,20|07
01,06,17,19,26,31|11
01,07,08,12,16,21|01
01,02,05,16,20,26|06
02,08,13,28,29,30|05
04,06,12,30,31,32|09
02,05,06,12,14,28|05
05,06,07,11,13,18|15
02,04,05,17,19,20|08
05,06,13,19,22,28|09
06,14,17,22,28,29|02
03,12,17,24,27,29|09
01,09,11,17,32,33|12
01,04,09,13,16,23|02
03,08,17,21,25,32|15
02,09,15,22,26,32|01
09,10,13,17,22,30|13
01,13,14,25,31,32|12
06,10,16,20,27,32|08
22,23,26,27,28,33|09
01,16,18,22,28,30|12
06,08,14,15,24,25|06
